sn,Winner,Team 1 Position,Team 2 Position,Team 1_Afghanistan,Team 1_Australia,Team 1_Bangladesh,Team 1_England,Team 1_India,Team 1_Netherlands,Team 1_New Zealand,Team 1_Pakistan,Team 1_South Africa,Team 1_Sri Lanka,Team 2_Afghanistan,Team 2_Australia,Team 2_Bangladesh,Team 2_England,Team 2_India,Team 2_Netherlands,Team 2_New Zealand,Team 2_Pakistan,Team 2_South Africa,Team 2_Sri Lanka
62,Australia,4,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
63,England,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64,Sri Lanka,4,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
65,England,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
66,Sri Lanka,4,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
67,England,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,Sri Lanka,4,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
69,Australia,4,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
70,New Zealand,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
71,Pakistan,8,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
72,New Zealand,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
73,Pakistan,8,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
74,Australia,8,9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
75,New Zealand,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
76,Bangladesh,7,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
77,South Africa,7,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
78,Bangladesh,7,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
79,Afghanistan,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80,Bangladesh,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
81,Bangladesh,3,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
82,Afghanistan,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83,South Africa,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
84,Afghanistan,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
85,South Africa,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
86,Afghanistan,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,South Africa,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
88,no result,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
89,Sri Lanka,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
90,South Africa,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
91,Sri Lanka,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
92,Sri Lanka,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
93,India,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
94,India,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
95,England,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,England,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
97,England,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
98,no result,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,England,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,England,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,Sri Lanka,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,Bangladesh,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,Bangladesh,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,Pakistan,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
105,South Africa,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
106,Pakistan,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
107,India,10,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
108,England,10,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
109,New Zealand,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
110,India,10,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
111,New Zealand,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
112,New Zealand,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
113,India,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
114,Australia,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,Australia,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116,Australia,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
117,England,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
118,Australia,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
119,Australia,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120,South Africa,7,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
121,South Africa,7,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
122,South Africa,7,9,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
123,New Zealand,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
124,England,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
125,New Zealand,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
126,no result,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
127,New Zealand,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
128,South Africa,7,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
129,India,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
130,India,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
131,Australia,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
132,Pakistan,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
133,Pakistan,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
134,Sri Lanka,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
135,Sri Lanka,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
136,Sri Lanka,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
137,tied,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
138,England,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
139,New Zealand,10,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
140,South Africa,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
141,India,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142,Pakistan,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
143,England,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144,India,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
145,England,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
146,Australia,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
147,Pakistan,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
148,South Africa,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
149,Pakistan,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
150,Australia,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
151,Bangladesh,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
152,Pakistan,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
153,India,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
154,Sri Lanka,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
155,Australia,9,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
156,New Zealand,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
157,England,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
158,India,10,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,South Africa,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,Australia,9,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
161,Australia,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
162,India,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,New Zealand,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
164,England,5,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
165,New Zealand,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
166,India,10,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
167,Sri Lanka,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,Pakistan,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
169,Bangladesh,3,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
170,Australia,2,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
171,New Zealand,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
172,England,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
173,England,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
174,England,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
175,England,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
176,England,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
177,no result,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,Australia,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
179,Australia,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
180,Australia,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
181,Australia,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
182,Australia,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
183,South Africa,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
184,South Africa,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
185,Australia,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186,South Africa,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
187,Australia,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188,Australia,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189,South Africa,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
190,India,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
191,South Africa,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
192,India,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
193,New Zealand,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
194,New Zealand,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
195,New Zealand,6,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
196,India,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
197,New Zealand,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
198,South Africa,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
199,India,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
200,Pakistan,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
201,India,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
202,South Africa,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
203,India,6,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
204,South Africa,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
205,Pakistan,7,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
206,India,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
207,India,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
208,Australia,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
209,New Zealand,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
210,New Zealand,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
211,New Zealand,6,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
212,no result,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
213,South Africa,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
214,Pakistan,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
215,Australia,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
216,New Zealand,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
217,South Africa,9,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
218,Sri Lanka,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
219,England,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
220,England,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
221,England,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
222,no result,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
223,India,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
224,Bangladesh,3,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
225,tied,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
226,Bangladesh,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
227,India,10,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
228,India,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229,Pakistan,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
230,Afghanistan,2,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
231,India,10,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
232,Afghanistan,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
233,Bangladesh,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
234,Sri Lanka,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
235,Sri Lanka,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
236,South Africa,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
237,South Africa,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
238,South Africa,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
239,England,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
240,England,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
241,India,5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
242,England,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
243,England,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
244,England,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
245,England,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
246,England,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
247,England,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
248,New Zealand,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
249,England,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
250,England,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
251,New Zealand,6,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
252,India,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
253,India,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
254,South Africa,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
255,India,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
256,India,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
257,India,7,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
258,England,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
259,Sri Lanka,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
260,Australia,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
261,Sri Lanka,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
262,England,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
263,Bangladesh,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
264,England,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
265,New Zealand,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
266,New Zealand,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
267,England,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
268,New Zealand,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
269,New Zealand,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
270,New Zealand,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
271,India,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
272,India,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
273,Sri Lanka,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
274,India,10,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
275,India,10,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
276,Pakistan,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
277,South Africa,7,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
278,New Zealand,10,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
279,Pakistan,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
280,Pakistan,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
281,South Africa,7,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
282,Pakistan,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
283,South Africa,7,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
284,Pakistan,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
285,India,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
286,Australia,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
287,India,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
288,India,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
289,India,10,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
290,India,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
291,India,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
292,India,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
293,India,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
294,India,4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
295,Pakistan,10,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
296,India,3,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
297,Pakistan,5,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
298,Pakistan,8,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
299,India,10,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
300,England,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
301,Bangladesh,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
302,Sri Lanka,10,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
303,Pakistan,8,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
304,England,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
305,no result,9,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
306,India,10,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307,South Africa,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
308,no result,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
309,England,5,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
310,South Africa,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
311,England,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
312,England,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
313,Bangladesh,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
314,New Zealand,3,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
315,Sri Lanka,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
