date,name,team,average,strike_rate,economy,wickets
02-11-2023,AD Mathews,Sri Lanka,7.5,15,4.5,0
02-11-2023,M Theekshana,Sri Lanka,39.91666667,45.66666667,4.980642406,0
02-11-2023,MADI Hemantha,Sri Lanka,0,0,5.25,0
02-11-2023,JJ Bumrah,India,19.02777778,29.01388889,3.828854108,1
02-11-2023,Mohammed Siraj,India,30.7,40.3,5.728093093,3
02-11-2023,Mohammed Shami,India,7.666666667,10.5,4.45,5
02-11-2023,Kuldeep Yadav,India,29.25,39.41666667,4.42684101,0
02-11-2023,RA Jadeja,India,15.16666667,27.72916667,3.783863715,1
03-11-2023,Mujeeb Ur Rahman,Afghanistan,18.58333333,21.94444444,5.566465193,2
03-11-2023,Fazalhaq Farooqi,Afghanistan,20.41666667,23.26666667,5.498894349,0
03-11-2023,Azmatullah Omarzai,Afghanistan,23.66666667,22.25,6.871275546,0
03-11-2023,Mohammad Nabi,Afghanistan,8.333333333,16.93333333,4.581418919,6
03-11-2023,Rashid Khan,Afghanistan,21.73611111,27.14583333,4.905018499,0
03-11-2023,Noor Ahmad,Afghanistan,16.33333333,21.66666667,4.523076923,2
03-11-2023,A Dutt,Netherlands,36.58333333,43.56944444,5.036209111,0
03-11-2023,LV van Beek,Netherlands,24.8,31.45,5.430725565,1
03-11-2023,PA van Meekeren,Netherlands,29.1875,31.39583333,5.363486083,0
03-11-2023,RE van der Merwe,Netherlands,20.2,20.6,5.758300705,1
03-11-2023,Saqib Zulfiqar,Netherlands,0,0,7.5,1
03-11-2023,CN Ackermann,Netherlands,18.95833333,24.33333333,5.034960317,0
04-11-2023,Shaheen Shah Afridi,Pakistan,30.72857143,33.53809524,5.138620662,0
04-11-2023,Hasan Ali,Pakistan,27.06666667,32.2,5.621541375,1
04-11-2023,Iftikhar Ahmed,Pakistan,20.66666667,25,5.392748538,1
04-11-2023,Haris Rauf,Pakistan,24.68452381,24.20535714,6.419676285,1
04-11-2023,Mohammad Wasim,Pakistan,18.75,23.91666667,4.544217687,3
04-11-2023,Agha Salman,Pakistan,0,0,0,0
04-11-2023,TA Boult,New Zealand,31.38095238,39.5,4.837773928,0
04-11-2023,TG Southee,New Zealand,38.5,30.5,7.573770492,1
04-11-2023,MJ Santner,New Zealand,25.3,34.77777778,4.985454858,0
04-11-2023,GD Phillips,New Zealand,10.38888889,11.94444444,5.457028936,0
04-11-2023,IS Sodhi,New Zealand,0,0,0,0
04-11-2023,DJ Mitchell,New Zealand,0,0,11,0
04-11-2023,DJ Willey,England,10,11.83333333,5.607897664,1
04-11-2023,CR Woakes,England,12,13.26666667,6.284676113,4
04-11-2023,MA Wood,England,22.66666667,33.77777778,6.74598889,2
04-11-2023,LS Livingstone,England,15.33333333,26,5.976666667,1
04-11-2023,MM Ali,England,0,0,6.18452381,0
04-11-2023,AU Rashid,England,20.3125,26.92708333,5.540905543,2
04-11-2023,MA Starc,Australia,41.88888889,40.47222222,5.775446157,2
04-11-2023,JR Hazlewood,Australia,34.16666667,36.75,5.347747779,2
04-11-2023,PJ Cummins,Australia,27.66666667,25.58333333,5.955826258,2
04-11-2023,A Zampa,Australia,20.36111111,18.875,5.771124772,3
04-11-2023,TM Head,Australia,0,0,0,0
04-11-2023,MP Stoinis,Australia,6.833333333,5.5,6.484848485,1
05-11-2023,L Ngidi,South Africa,32.4,39,5.036964459,1
05-11-2023,M Jansen,South Africa,21.97619048,22.97619048,5.654007126,1
05-11-2023,K Rabada,South Africa,23.80555556,28.94444444,4.923533283,1
05-11-2023,KA Maharaj,South Africa,26.15714286,34.32857143,5.872331764,1
05-11-2023,T Shamsi,South Africa,17,19.625,5.282674772,1
05-11-2023,AK Markram,South Africa,0,0,5,0
05-11-2023,JJ Bumrah,India,17.45238095,29.58333333,3.489667158,0
05-11-2023,Mohammed Siraj,India,27.31428571,36.59047619,5.328398731,1
05-11-2023,RA Jadeja,India,13.57142857,24.33928571,4.100454613,5
05-11-2023,Mohammed Shami,India,6.377777778,9,4.233333333,2
05-11-2023,Kuldeep Yadav,India,29.25,39.41666667,4.008720865,2
06-11-2023,Shoriful Islam,Bangladesh,31.27777778,27.69444444,6.319049478,3
06-11-2023,Taskin Ahmed,Bangladesh,32.375,35,5.780354021,0
06-11-2023,Tanzim Hasan Sakib,Bangladesh,0,0,0,3
06-11-2023,Shakib Al Hasan,Bangladesh,44.4,50.4,5.157762047,2
06-11-2023,Mehedi Hasan Miraz,Bangladesh,18.71428571,26.82857143,5.496445046,1
06-11-2023,D Madushanka,Sri Lanka,22.79761905,22.42738095,6.124816856,3
06-11-2023,M Theekshana,Sri Lanka,39.91666667,45.66666667,5.314469764,2
06-11-2023,CAK Rajitha,Sri Lanka,40.9,37.6,6.222246471,0
06-11-2023,PVD Chameera,Sri Lanka,36,30,6.332142857,0
06-11-2023,AD Mathews,Sri Lanka,7.5,15,4.333333333,2
06-11-2023,DM de Silva,Sri Lanka,0,0,6.80537037,0
07-11-2023,MA Starc,Australia,40.9047619,39.26190476,5.88788242,1
07-11-2023,JR Hazlewood,Australia,32.85714286,35.57142857,5.33566351,2
07-11-2023,GJ Maxwell,Australia,26.93333333,35.73333333,5.107936596,1
07-11-2023,PJ Cummins,Australia,27.21428571,26.21428571,5.804993936,0
07-11-2023,A Zampa,Australia,18.5,19.13095238,5.250825842,1
07-11-2023,TM Head,Australia,0,0,5.6,0
07-11-2023,MP Stoinis,Australia,13.625,10.125,6.988636364,0
07-11-2023,Mujeeb Ur Rahman,Afghanistan,18.85714286,23.30952381,5.329079009,0
07-11-2023,Naveen-ul-Haq,Afghanistan,35.16666667,32.75,6.781917894,2
07-11-2023,Azmatullah Omarzai,Afghanistan,23.66666667,22.25,6.461093325,2
07-11-2023,Rashid Khan,Afghanistan,21.73611111,27.14583333,4.626070278,3
07-11-2023,Noor Ahmad,Afghanistan,15.91666667,25.08333333,3.893117409,0
07-11-2023,Mohammad Nabi,Afghanistan,7.80952381,15.8952381,4.340723605,0
08-11-2023,A Dutt,Netherlands,36.58333333,43.56944444,5.094528444,3
08-11-2023,LV van Beek,Netherlands,26,33.54166667,5.252877365,2
08-11-2023,PA van Meekeren,Netherlands,29.1875,31.39583333,5.5615595,1
08-11-2023,BFW de Leede,Netherlands,33.33333333,31.16666667,6.729284123,3
08-11-2023,RE van der Merwe,Netherlands,21.33333333,22.16666667,5.698583921,0
08-11-2023,CN Ackermann,Netherlands,18.95833333,24.33333333,4.857033656,0
08-11-2023,CR Woakes,England,12.41666667,13.43055556,6.254773954,1
08-11-2023,DJ Willey,England,19.75,24.125,5.410841281,2
08-11-2023,AAP Atkinson,England,30,27.5,6.545454545,0
08-11-2023,MM Ali,England,0,0,6.388392857,4
08-11-2023,AU Rashid,England,20.125,27.36607143,5.292204751,3
09-11-2023,TA Boult,New Zealand,31.38095238,39.5,5.219894292,3
09-11-2023,TG Southee,New Zealand,33.25,30.25,6.586885246,1
09-11-2023,LH Ferguson,New Zealand,13.66666667,15.16666667,6.343315891,2
09-11-2023,MJ Santner,New Zealand,25.3,34.77777778,5.237273001,2
09-11-2023,R Ravindra,New Zealand,54.25,52.875,6.389783753,2
09-11-2023,GD Phillips,New Zealand,10.38888889,11.94444444,5.824900319,0
09-11-2023,D Madushanka,Sri Lanka,22.86458333,22.290625,6.179527249,0
09-11-2023,M Theekshana,Sri Lanka,37.64285714,43.21428571,5.277064309,1
09-11-2023,DM de Silva,Sri Lanka,0,0,6.785555556,0
09-11-2023,PVD Chameera,Sri Lanka,36,30,6.541428571,1
09-11-2023,AD Mathews,Sri Lanka,10.5,16.75,4.579545455,3
10-11-2023,K Rabada,South Africa,27.54761905,33.38095238,4.9344571,1
10-11-2023,L Ngidi,South Africa,36.77142857,40.85714286,5.355859646,2
10-11-2023,AK Markram,South Africa,0,0,6.423076923,0
10-11-2023,G Coetzee,South Africa,26.19444444,23.13888889,6.918107822,4
10-11-2023,KA Maharaj,South Africa,26.6375,37.6625,5.507142752,2
10-11-2023,AL Phehlukwayo,South Africa,0,0,0,1
10-11-2023,Mujeeb Ur Rahman,Afghanistan,18.85714286,23.30952381,5.681812057,1
10-11-2023,Naveen-ul-Haq,Afghanistan,33.57142857,32,6.561124428,0
10-11-2023,Mohammad Nabi,Afghanistan,7.80952381,15.8952381,5.048133155,2
10-11-2023,Azmatullah Omarzai,Afghanistan,23.95833333,22.15625,6.560433404,0
10-11-2023,Rashid Khan,Afghanistan,21.01909722,26.37760417,4.619240064,2
10-11-2023,Noor Ahmad,Afghanistan,15.91666667,25.08333333,4.333116524,0
10-11-2023,Rahmat Shah,Afghanistan,0,0,0,0
11-11-2023,A Zampa,Australia,23.4375,24.48958,5.296086,2
11-11-2023,JR Hazlewood,Australia,31.1875,34.5625,5.200524,0
11-11-2023,PJ Cummins,Australia,27.21429,26.21429,5.859982,0
11-11-2023,Shaheen Shah Afridi,Pakistan,30.72857,33.5381,5.534755,2
11-11-2023,Haris Rauf,Pakistan,32.47396,28.92969,6.669636,3
11-11-2023,Iftikhar Ahmed,Pakistan,25.57143,28.28571,5.604499,1
11-11-2023,Shadab Khan,Pakistan,50,48.5,6.565051,0
11-11-2023,CR Woakes,England,13.35714,17.79762,5.731365,1
11-11-2023,MM Ali,England,2.15,2.5,6.142714,2
11-11-2023,AU Rashid,England,19.90104,25.98698,5.472516,2
12-11-2023,JJ Bumrah,India,17.45238,29.58333,3.392168,2
12-11-2023,Mohammed Siraj,India,25.275,35.01667,5.006099,2
12-11-2023,Kuldeep Yadav,India,26.03125,36.42708,3.676986,2
12-11-2023,RA Jadeja,India,12.7,22.64688,4.046231,2
12-11-2023,Mohammed Shami,India,32.47396,28.92969,4.255,0
